location_id,location_name,type,parent_location_id,city,prefecture_id,region_id,coverage_phase,food_focus,admin_note,content_status
yamato-city,Yamato City,City,,Yamato City,kanagawa,kanto,1,,,Published
yugawara-town,Yugawara Town,Town,,Yugawara Town,kanagawa,kanto,1,,,Published
yokosuka-city,Yokosuka City,City,,Yokosuka City,kanagawa,kanto,1,,,Published
yokohama-city,Yokohama City,City,,Yokohama City,kanagawa,kanto,1,,,Published
aogashima-village,Aogashima Village,City,,Aogashima Village,tokyo,kanto,1,,,Published
akishima-city,Akishima City,City,,Akishima City,tokyo,kanto,1,,,Published
akiruno-city,Akiruno City,City,,Akiruno City,tokyo,kanto,1,,,Published
adachi-ward,Adachi Ward,Area,,Adachi Ward,tokyo,kanto,1,,,Published
arakawa-ward,Arakawa Ward,Area,,Arakawa Ward,tokyo,kanto,1,,,Published
itabashi-ward,Itabashi Ward,Area,,Itabashi Ward,tokyo,kanto,1,,,Published
inagi-city,Inagi City,City,,Inagi City,tokyo,kanto,1,,,Published
edogawa-ward,Edogawa Ward,Area,,Edogawa Ward,tokyo,kanto,1,,,Published
ome-city,Ome City,City,,Ome City,tokyo,kanto,1,,,Published
oshima-town,Oshima Town,Town,,Oshima Town,tokyo,kanto,1,,,Published
ota-ward,Ota Ward,Area,,Ota Ward,tokyo,kanto,1,,,Published
ogasawara-village,Ogasawara Village,City,,Ogasawara Village,tokyo,kanto,1,,,Published
okutama-town,Okutama Town,Town,,Okutama Town,tokyo,kanto,1,,,Published
katsushika-ward,Katsushika Ward,Area,,Katsushika Ward,tokyo,kanto,1,,,Published
kita-ward,Kita Ward,Area,,Kita Ward,tokyo,kanto,1,,,Published
kiyose-city,Kiyose City,City,,Kiyose City,tokyo,kanto,1,,,Published
kunitachi-city,Kunitachi City,City,,Kunitachi City,tokyo,kanto,1,,,Published
kozushima-village,Kozushima Village,City,,Kozushima Village,tokyo,kanto,1,,,Published
koto-ward,Koto Ward,Area,,Koto Ward,tokyo,kanto,1,,,Published
koganei-city,Koganei City,City,,Koganei City,tokyo,kanto,1,,,Published
kokubunji-city,Kokubunji City,City,,Kokubunji City,tokyo,kanto,1,,,Published
kodaira-city,Kodaira City,City,,Kodaira City,tokyo,kanto,1,,,Published
komae-city,Komae City,City,,Komae City,tokyo,kanto,1,,,Published
shinagawa-ward,Shinagawa Ward,Area,,Shinagawa Ward,tokyo,kanto,1,,,Published
shibuya-ward,Shibuya Ward,Area,,Shibuya Ward,tokyo,kanto,1,,,Published
shinjuku-ward,Shinjuku Ward,Area,,Shinjuku Ward,tokyo,kanto,1,,,Published
suginami-ward,Suginami Ward,Area,,Suginami Ward,tokyo,kanto,1,,,Published
sumida-ward,Sumida Ward,Area,,Sumida Ward,tokyo,kanto,1,,,Published
setagaya-ward,Setagaya Ward,Area,,Setagaya Ward,tokyo,kanto,1,,,Published
taito-ward,Taito Ward,Area,,Taito Ward,tokyo,kanto,1,,,Published
tachikawa-city,Tachikawa City,City,,Tachikawa City,tokyo,kanto,1,,,Published
tama-city,Tama City,City,,Tama City,tokyo,kanto,1,,,Published
chuo-ward,Chuo Ward,Area,,Chuo Ward,tokyo,kanto,1,,,Published
chofu-city,Chofu City,City,,Chofu City,tokyo,kanto,1,,,Published
chiyoda-ward,Chiyoda Ward,Area,,Chiyoda Ward,tokyo,kanto,1,,,Published
toshima-ward,Toshima Ward,Area,,Toshima Ward,tokyo,kanto,1,,,Published
toshima-village,Toshima Village,City,,Toshima Village,tokyo,kanto,1,,,Published
nakano-ward,Nakano Ward,Area,,Nakano Ward,tokyo,kanto,1,,,Published
niijima-village,Niijima Village,City,,Niijima Village,tokyo,kanto,1,,,Published
nishitokyo-city,Nishitokyo City,City,,Nishitokyo City,tokyo,kanto,1,,,Published
nerima-ward,Nerima Ward,Area,,Nerima Ward,tokyo,kanto,1,,,Published
hachioji-city,Hachioji City,City,,Hachioji City,tokyo,kanto,1,,,Published
hachijo-town,Hachijo Town,Town,,Hachijo Town,tokyo,kanto,1,,,Published
hamura-city,Hamura City,City,,Hamura City,tokyo,kanto,1,,,Published
higashikurume-city,Higashikurume City,City,,Higashikurume City,tokyo,kanto,1,,,Published
higashimurayama-city,Higashimurayama City,City,,Higashimurayama City,tokyo,kanto,1,,,Published
higashiyamato-city,Higashiyamato City,City,,Higashiyamato City,tokyo,kanto,1,,,Published
hino-city,Hino City,City,,Hino City,tokyo,kanto,1,,,Published
hinode-town,Hinode Town,Town,,Hinode Town,tokyo,kanto,1,,,Published
hinohara-village,Hinohara Village,City,,Hinohara Village,tokyo,kanto,1,,,Published
fuchu-city,Fuchu City,City,,Fuchu City,tokyo,kanto,1,,,Published
fussa-city,Fussa City,City,,Fussa City,tokyo,kanto,1,,,Published
bunkyo-ward,Bunkyo Ward,Area,,Bunkyo Ward,tokyo,kanto,1,,,Published
machida-city,Machida City,City,,Machida City,tokyo,kanto,1,,,Published
mikurajima-village,Mikurajima Village,City,,Mikurajima Village,tokyo,kanto,1,,,Published
mizuho-town,Mizuho Town,Town,,Mizuho Town,tokyo,kanto,1,,,Published
mitaka-city,Mitaka City,City,,Mitaka City,tokyo,kanto,1,,,Published
minato-ward,Minato Ward,Area,,Minato Ward,tokyo,kanto,1,,,Published
miyake-village,Miyake Village,City,,Miyake Village,tokyo,kanto,1,,,Published
musashino-city,Musashino City,City,,Musashino City,tokyo,kanto,1,,,Published
musashimurayama-city,Musashimurayama City,City,,Musashimurayama City,tokyo,kanto,1,,,Published
meguro-ward,Meguro Ward,Area,,Meguro Ward,tokyo,kanto,1,,,Published
agano-city,Agano City,City,,Agano City,niigata,chubu,1,,,Published
aga-town,Aga Town,Town,,Aga Town,niigata,chubu,1,,,Published
awashimaura-village,Awashimaura Village,City,,Awashimaura Village,niigata,chubu,1,,,Published
izumozaki-town,Izumozaki Town,Town,,Izumozaki Town,niigata,chubu,1,,,Published
itoigawa-city,Itoigawa City,City,,Itoigawa City,niigata,chubu,1,,,Published
uonuma-city,Uonuma City,City,,Uonuma City,niigata,chubu,1,,,Published
ojiya-city,Ojiya City,City,,Ojiya City,niigata,chubu,1,,,Published
kashiwazaki-city,Kashiwazaki City,City,,Kashiwazaki City,niigata,chubu,1,,,Published
kamo-city,Kamo City,City,,Kamo City,niigata,chubu,1,,,Published
kariwa-village,Kariwa Village,City,,Kariwa Village,niigata,chubu,1,,,Published
gosen-city,Gosen City,City,,Gosen City,niigata,chubu,1,,,Published
sado-city,Sado City,City,,Sado City,niigata,chubu,1,,,Published
sanjo-city,Sanjo City,City,,Sanjo City,niigata,chubu,1,,,Published
shibata-city,Shibata City,City,,Shibata City,niigata,chubu,1,,,Published
joetsu-city,Joetsu City,City,,Joetsu City,niigata,chubu,1,,,Published
seiro-town,Seiro Town,Town,,Seiro Town,niigata,chubu,1,,,Published
sekikawa-village,Sekikawa Village,City,,Sekikawa Village,niigata,chubu,1,,,Published
tainai-city,Tainai City,City,,Tainai City,niigata,chubu,1,,,Published
tagami-town,Tagami Town,Town,,Tagami Town,niigata,chubu,1,,,Published
tsunan-town,Tsunan Town,Town,,Tsunan Town,niigata,chubu,1,,,Published
tsubame-city,Tsubame City,City,,Tsubame City,niigata,chubu,1,,,Published
tokamachi-city,Tokamachi City,City,,Tokamachi City,niigata,chubu,1,,,Published
nagaoka-city,Nagaoka City,City,,Nagaoka City,niigata,chubu,1,,,Published
niigata-city,Niigata City,City,,Niigata City,niigata,chubu,1,,,Published
mitsuke-city,Mitsuke City,City,,Mitsuke City,niigata,chubu,1,,,Published
minamiuonuma-city,Minamiuonuma City,City,,Minamiuonuma City,niigata,chubu,1,,,Published
myoko-city,Myoko City,City,,Myoko City,niigata,chubu,1,,,Published
murakami-city,Murakami City,City,,Murakami City,niigata,chubu,1,,,Published
yahiko-village,Yahiko Village,City,,Yahiko Village,niigata,chubu,1,,,Published
yuzawa-town,Yuzawa Town,Town,,Yuzawa Town,niigata,chubu,1,,,Published
imizu-city,Imizu City,City,,Imizu City,toyama,chubu,1,,,Published
uozu-city,Uozu City,City,,Uozu City,toyama,chubu,1,,,Published
oyabe-city,Oyabe City,City,,Oyabe City,toyama,chubu,1,,,Published
kamiichi-town,Kamiichi Town,Town,,Kamiichi Town,toyama,chubu,1,,,Published
kurobe-city,Kurobe City,City,,Kurobe City,toyama,chubu,1,,,Published
takaoka-city,Takaoka City,City,,Takaoka City,toyama,chubu,1,,,Published
tateyama-town,Tateyama Town,Town,,Tateyama Town,toyama,chubu,1,,,Published
tonami-city,Tonami City,City,,Tonami City,toyama,chubu,1,,,Published
toyama-city,Toyama City,City,,Toyama City,toyama,chubu,1,,,Published
namerikawa-city,Namerikawa City,City,,Namerikawa City,toyama,chubu,1,,,Published
nanto-city,Nanto City,City,,Nanto City,toyama,chubu,1,,,Published
nyuzen-town,Nyuzen Town,Town,,Nyuzen Town,toyama,chubu,1,,,Published
himi-city,Himi City,City,,Himi City,toyama,chubu,1,,,Published
funahashi-village,Funahashi Village,City,,Funahashi Village,toyama,chubu,1,,,Published
anamizu-town,Anamizu Town,Town,,Anamizu Town,ishikawa,chubu,1,,,Published
uchinada-town,Uchinada Town,Town,,Uchinada Town,ishikawa,chubu,1,,,Published
kaga-city,Kaga City,City,,Kaga City,ishikawa,chubu,1,,,Published
kanazawa-city,Kanazawa City,City,,Kanazawa City,ishikawa,chubu,1,,,Published
kahoku-city,Kahoku City,City,,Kahoku City,ishikawa,chubu,1,,,Published
kawakita-town,Kawakita Town,Town,,Kawakita Town,ishikawa,chubu,1,,,Published
komatsu-city,Komatsu City,City,,Komatsu City,ishikawa,chubu,1,,,Published
shika-town,Shika Town,Town,,Shika Town,ishikawa,chubu,1,,,Published
suzu-city,Suzu City,City,,Suzu City,ishikawa,chubu,1,,,Published
tsubata-town,Tsubata Town,Town,,Tsubata Town,ishikawa,chubu,1,,,Published
nakanoto-town,Nakanoto Town,Town,,Nakanoto Town,ishikawa,chubu,1,,,Published
nanao-city,Nanao City,City,,Nanao City,ishikawa,chubu,1,,,Published
noto-town,Noto Town,Town,,Noto Town,ishikawa,chubu,1,,,Published
nonoichi-city,Nonoichi City,City,,Nonoichi City,ishikawa,chubu,1,,,Published
nomi-city,Nomi City,City,,Nomi City,ishikawa,chubu,1,,,Published
hakui-city,Hakui City,City,,Hakui City,ishikawa,chubu,1,,,Published
hakusan-city,Hakusan City,City,,Hakusan City,ishikawa,chubu,1,,,Published
hodatsushimizu-town,Hodatsushimizu Town,Town,,Hodatsushimizu Town,ishikawa,chubu,1,,,Published
wajima-city,Wajima City,City,,Wajima City,ishikawa,chubu,1,,,Published
awara-city,Awara City,City,,Awara City,fukui,chubu,1,,,Published
eiheiji-town,Eiheiji Town,Town,,Eiheiji Town,fukui,chubu,1,,,Published
echizen-city,Echizen City,City,,Echizen City,fukui,chubu,1,,,Published
echizen-town,Echizen Town,Town,,Echizen Town,fukui,chubu,1,,,Published
ono-city,Ono City,City,,Ono City,fukui,chubu,1,,,Published
obama-city,Obama City,City,,Obama City,fukui,chubu,1,,,Published
katsuyama-city,Katsuyama City,City,,Katsuyama City,fukui,chubu,1,,,Published
sakai-city,Sakai City,City,,Sakai City,fukui,chubu,1,,,Published
sabae-city,Sabae City,City,,Sabae City,fukui,chubu,1,,,Published
takahama-town,Takahama Town,Town,,Takahama Town,fukui,chubu,1,,,Published
tsuruga-city,Tsuruga City,City,,Tsuruga City,fukui,chubu,1,,,Published
fukui-city,Fukui City,City,,Fukui City,fukui,chubu,1,,,Published
minamiechizen-town,Minamiechizen Town,Town,,Minamiechizen Town,fukui,chubu,1,,,Published
mihama-town,Mihama Town,Town,,Mihama Town,fukui,chubu,1,,,Published
wakasa-town,Wakasa Town,Town,,Wakasa Town,fukui,chubu,1,,,Published
ichikawamisato-town,Ichikawamisato Town,Town,,Ichikawamisato Town,yamanashi,chubu,1,,,Published
uenohara-city,Uenohara City,City,,Uenohara City,yamanashi,chubu,1,,,Published
otsuki-city,Otsuki City,City,,Otsuki City,yamanashi,chubu,1,,,Published
oshino-village,Oshino Village,City,,Oshino Village,yamanashi,chubu,1,,,Published
kai-city,Kai City,City,,Kai City,yamanashi,chubu,1,,,Published
koshu-city,Koshu City,City,,Koshu City,yamanashi,chubu,1,,,Published
kofu-city,Kofu City,City,,Kofu City,yamanashi,chubu,1,,,Published
kosuge-village,Kosuge Village,City,,Kosuge Village,yamanashi,chubu,1,,,Published
showa-town,Showa Town,Town,,Showa Town,yamanashi,chubu,1,,,Published
tabayama-village,Tabayama Village,City,,Tabayama Village,yamanashi,chubu,1,,,Published
chuo-city,Chuo City,City,,Chuo City,yamanashi,chubu,1,,,Published
tsuru-city,Tsuru City,City,,Tsuru City,yamanashi,chubu,1,,,Published
doshi-village,Doshi Village,City,,Doshi Village,yamanashi,chubu,1,,,Published
narusawa-village,Narusawa Village,City,,Narusawa Village,yamanashi,chubu,1,,,Published
nishikatsura-town,Nishikatsura Town,Town,,Nishikatsura Town,yamanashi,chubu,1,,,Published
nirasaki-city,Nirasaki City,City,,Nirasaki City,yamanashi,chubu,1,,,Published
hayakawa-town,Hayakawa Town,Town,,Hayakawa Town,yamanashi,chubu,1,,,Published
fuefuki-city,Fuefuki City,City,,Fuefuki City,yamanashi,chubu,1,,,Published
fujikawaguchiko-town,Fujikawaguchiko Town,Town,,Fujikawaguchiko Town,yamanashi,chubu,1,,,Published
fujikawa-town,Fujikawa Town,Town,,Fujikawa Town,yamanashi,chubu,1,,,Published
fujiyoshida-city,Fujiyoshida City,City,,Fujiyoshida City,yamanashi,chubu,1,,,Published
minami-alps-city,Minami-Alps City,City,,Minami-Alps City,yamanashi,chubu,1,,,Published
minobu-town,Minobu Town,Town,,Minobu Town,yamanashi,chubu,1,,,Published
yamanakako-village,Yamanakako Village,City,,Yamanakako Village,yamanashi,chubu,1,,,Published
yamanashi-city,Yamanashi City,City,,Yamanashi City,yamanashi,chubu,1,,,Published
aoki-village,Aoki Village,City,,Aoki Village,nagano,chubu,1,,,Published
agematsu-town,Agematsu Town,Town,,Agematsu Town,nagano,chubu,1,,,Published
asahi-village,Asahi Village,City,,Asahi Village,nagano,chubu,1,,,Published
achi-village,Achi Village,City,,Achi Village,nagano,chubu,1,,,Published
azumino-city,Azumino City,City,,Azumino City,nagano,chubu,1,,,Published
anan-town,Anan Town,Town,,Anan Town,nagano,chubu,1,,,Published
iijima-town,Iijima Town,Town,,Iijima Town,nagano,chubu,1,,,Published
iida-city,Iida City,City,,Iida City,nagano,chubu,1,,,Published
iizuna-town,Iizuna Town,Town,,Iizuna Town,nagano,chubu,1,,,Published
iiyama-city,Iiyama City,City,,Iiyama City,nagano,chubu,1,,,Published
ikusaka-village,Ikusaka Village,City,,Ikusaka Village,nagano,chubu,1,,,Published
ina-city,Ina City,City,,Ina City,nagano,chubu,1,,,Published
ueda-city,Ueda City,City,,Ueda City,nagano,chubu,1,,,Published
urugi-village,Urugi Village,City,,Urugi Village,nagano,chubu,1,,,Published
otaki-village,Otaki Village,City,,Otaki Village,nagano,chubu,1,,,Published
okuwa-village,Okuwa Village,City,,Okuwa Village,nagano,chubu,1,,,Published
oshika-village,Oshika Village,City,,Oshika Village,nagano,chubu,1,,,Published
omachi-city,Omachi City,City,,Omachi City,nagano,chubu,1,,,Published
okaya-city,Okaya City,City,,Okaya City,nagano,chubu,1,,,Published
ogawa-village,Ogawa Village,City,,Ogawa Village,nagano,chubu,1,,,Published
otari-village,Otari Village,City,,Otari Village,nagano,chubu,1,,,Published
obuse-town,Obuse Town,Town,,Obuse Town,nagano,chubu,1,,,Published
omi-village,Omi Village,City,,Omi Village,nagano,chubu,1,,,Published
karuizawa-town,Karuizawa Town,Town,,Karuizawa Town,nagano,chubu,1,,,Published
kawakami-village,Kawakami Village,City,,Kawakami Village,nagano,chubu,1,,,Published
kijimadaira-village,Kijimadaira Village,City,,Kijimadaira Village,nagano,chubu,1,,,Published
kiso-town,Kiso Town,Town,,Kiso Town,nagano,chubu,1,,,Published
kiso-village,Kiso Village,City,,Kiso Village,nagano,chubu,1,,,Published
kitaaiki-village,Kitaaiki Village,City,,Kitaaiki Village,nagano,chubu,1,,,Published
koumi-town,Koumi Town,Town,,Koumi Town,nagano,chubu,1,,,Published
komagane-city,Komagane City,City,,Komagane City,nagano,chubu,1,,,Published
komoro-city,Komoro City,City,,Komoro City,nagano,chubu,1,,,Published
sakae-village,Sakae Village,City,,Sakae Village,nagano,chubu,1,,,Published
sakaki-town,Sakaki Town,Town,,Sakaki Town,nagano,chubu,1,,,Published
saku-city,Saku City,City,,Saku City,nagano,chubu,1,,,Published
sakuho-town,Sakuho Town,Town,,Sakuho Town,nagano,chubu,1,,,Published
shiojiri-city,Shiojiri City,City,,Shiojiri City,nagano,chubu,1,,,Published
shinano-town,Shinano Town,Town,,Shinano Town,nagano,chubu,1,,,Published
shimojo-village,Shimojo Village,City,,Shimojo Village,nagano,chubu,1,,,Published
shimosuwa-town,Shimosuwa Town,Town,,Shimosuwa Town,nagano,chubu,1,,,Published
suzaka-city,Suzaka City,City,,Suzaka City,nagano,chubu,1,,,Published
suwa-city,Suwa City,City,,Suwa City,nagano,chubu,1,,,Published
takagi-village,Takagi Village,City,,Takagi Village,nagano,chubu,1,,,Published
takamori-town,Takamori Town,Town,,Takamori Town,nagano,chubu,1,,,Published
tatsuno-town,Tatsuno Town,Town,,Tatsuno Town,nagano,chubu,1,,,Published
tateshina-town,Tateshina Town,Town,,Tateshina Town,nagano,chubu,1,,,Published
chikuhoku-village,Chikuhoku Village,City,,Chikuhoku Village,nagano,chubu,1,,,Published
chikuma-city,Chikuma City,City,,Chikuma City,nagano,chubu,1,,,Published
chino-city,Chino City,City,,Chino City,nagano,chubu,1,,,Published
tenryu-village,Tenryu Village,City,,Tenryu Village,nagano,chubu,1,,,Published
tomi-city,Tomi City,City,,Tomi City,nagano,chubu,1,,,Published
toyooka-village,Toyooka Village,City,,Toyooka Village,nagano,chubu,1,,,Published
nakagawa-village,Nakagawa Village,City,,Nakagawa Village,nagano,chubu,1,,,Published
nagano-city,Nagano City,City,,Nagano City,nagano,chubu,1,,,Published
nakano-city,Nakano City,City,,Nakano City,nagano,chubu,1,,,Published
nagawa-town,Nagawa Town,Town,,Nagawa Town,nagano,chubu,1,,,Published
nagiso-town,Nagiso Town,Town,,Nagiso Town,nagano,chubu,1,,,Published
neba-village,Neba Village,City,,Neba Village,nagano,chubu,1,,,Published
nozawaonsen-village,Nozawaonsen Village,City,,Nozawaonsen Village,nagano,chubu,1,,,Published
hakuba-village,Hakuba Village,City,,Hakuba Village,nagano,chubu,1,,,Published
hara-village,Hara Village,City,,Hara Village,nagano,chubu,1,,,Published
hiraya-village,Hiraya Village,City,,Hiraya Village,nagano,chubu,1,,,Published
fujimi-town,Fujimi Town,Town,,Fujimi Town,nagano,chubu,1,,,Published
matsukawa-town,Matsukawa Town,Town,,Matsukawa Town,nagano,chubu,1,,,Published
matsukawa-village,Matsukawa Village,City,,Matsukawa Village,nagano,chubu,1,,,Published
matsumoto-city,Matsumoto City,City,,Matsumoto City,nagano,chubu,1,,,Published
minamiaiki-village,Minamiaiki Village,City,,Minamiaiki Village,nagano,chubu,1,,,Published
minamimaki-village,Minamimaki Village,City,,Minamimaki Village,nagano,chubu,1,,,Published
minamiminowa-village,Minamiminowa Village,City,,Minamiminowa Village,nagano,chubu,1,,,Published
minowa-town,Minowa Town,Town,,Minowa Town,nagano,chubu,1,,,Published
miyada-village,Miyada Village,City,,Miyada Village,nagano,chubu,1,,,Published
miyota-town,Miyota Town,Town,,Miyota Town,nagano,chubu,1,,,Published
yasuoka-village,Yasuoka Village,City,,Yasuoka Village,nagano,chubu,1,,,Published
yamagata-village,Yamagata Village,City,,Yamagata Village,nagano,chubu,1,,,Published
yamanouchi-town,Yamanouchi Town,Town,,Yamanouchi Town,nagano,chubu,1,,,Published
anpachi-town,Anpachi Town,Town,,Anpachi Town,gifu,chubu,1,,,Published
ibigawa-town,Ibigawa Town,Town,,Ibigawa Town,gifu,chubu,1,,,Published
ena-city,Ena City,City,,Ena City,gifu,chubu,1,,,Published
ogaki-city,Ogaki City,City,,Ogaki City,gifu,chubu,1,,,Published
kaizu-city,Kaizu City,City,,Kaizu City,gifu,chubu,1,,,Published
kakamigahara-city,Kakamigahara City,City,,Kakamigahara City,gifu,chubu,1,,,Published
kasamatsu-town,Kasamatsu Town,Town,,Kasamatsu Town,gifu,chubu,1,,,Published
kani-city,Kani City,City,,Kani City,gifu,chubu,1,,,Published
kawabe-town,Kawabe Town,Town,,Kawabe Town,gifu,chubu,1,,,Published
kitagata-town,Kitagata Town,Town,,Kitagata Town,gifu,chubu,1,,,Published
ginan-town,Ginan Town,Town,,Ginan Town,gifu,chubu,1,,,Published
gifu-city,Gifu City,City,,Gifu City,gifu,chubu,1,,,Published
gujo-city,Gujo City,City,,Gujo City,gifu,chubu,1,,,Published
gero-city,Gero City,City,,Gero City,gifu,chubu,1,,,Published
godo-town,Godo Town,Town,,Godo Town,gifu,chubu,1,,,Published
sakahogi-town,Sakahogi Town,Town,,Sakahogi Town,gifu,chubu,1,,,Published
shirakawa-town,Shirakawa Town,Town,,Shirakawa Town,gifu,chubu,1,,,Published
shirakawa-village,Shirakawa Village,City,,Shirakawa Village,gifu,chubu,1,,,Published
sekigahara-town,Sekigahara Town,Town,,Sekigahara Town,gifu,chubu,1,,,Published
seki-city,Seki City,City,,Seki City,gifu,chubu,1,,,Published
takayama-city,Takayama City,City,,Takayama City,gifu,chubu,1,,,Published
tajimi-city,Tajimi City,City,,Tajimi City,gifu,chubu,1,,,Published
tarui-town,Tarui Town,Town,,Tarui Town,gifu,chubu,1,,,Published
toki-city,Toki City,City,,Toki City,gifu,chubu,1,,,Published
tomika-town,Tomika Town,Town,,Tomika Town,gifu,chubu,1,,,Published
nakatsugawa-city,Nakatsugawa City,City,,Nakatsugawa City,gifu,chubu,1,,,Published
hashima-city,Hashima City,City,,Hashima City,gifu,chubu,1,,,Published
higashishirakawa-village,Higashishirakawa Village,City,,Higashishirakawa Village,gifu,chubu,1,,,Published
hida-city,Hida City,City,,Hida City,gifu,chubu,1,,,Published
hichiso-town,Hichiso Town,Town,,Hichiso Town,gifu,chubu,1,,,Published
mizunami-city,Mizunami City,City,,Mizunami City,gifu,chubu,1,,,Published
mizuho-city,Mizuho City,City,,Mizuho City,gifu,chubu,1,,,Published
mitake-town,Mitake Town,Town,,Mitake Town,gifu,chubu,1,,,Published
minokamo-city,Minokamo City,City,,Minokamo City,gifu,chubu,1,,,Published
mino-city,Mino City,City,,Mino City,gifu,chubu,1,,,Published
motosu-city,Motosu City,City,,Motosu City,gifu,chubu,1,,,Published
yaotsu-town,Yaotsu Town,Town,,Yaotsu Town,gifu,chubu,1,,,Published
yoro-town,Yoro Town,Town,,Yoro Town,gifu,chubu,1,,,Published
wanouchi-town,Wanouchi Town,Town,,Wanouchi Town,gifu,chubu,1,,,Published
atami-city,Atami City,City,,Atami City,shizuoka,chubu,1,,,Published
izu-city,Izu City,City,,Izu City,shizuoka,chubu,1,,,Published
izunokuni-city,Izunokuni City,City,,Izunokuni City,shizuoka,chubu,1,,,Published
ito-city,Ito City,City,,Ito City,shizuoka,chubu,1,,,Published
iwata-city,Iwata City,City,,Iwata City,shizuoka,chubu,1,,,Published
omaezaki-city,Omaezaki City,City,,Omaezaki City,shizuoka,chubu,1,,,Published
oyama-town,Oyama Town,Town,,Oyama Town,shizuoka,chubu,1,,,Published
kakegawa-city,Kakegawa City,City,,Kakegawa City,shizuoka,chubu,1,,,Published
kawazu-town,Kawazu Town,Town,,Kawazu Town,shizuoka,chubu,1,,,Published
kawanehon-town,Kawanehon Town,Town,,Kawanehon Town,shizuoka,chubu,1,,,Published
kannami-town,Kannami Town,Town,,Kannami Town,shizuoka,chubu,1,,,Published
kikugawa-city,Kikugawa City,City,,Kikugawa City,shizuoka,chubu,1,,,Published
kosai-city,Kosai City,City,,Kosai City,shizuoka,chubu,1,,,Published
gotemba-city,Gotemba City,City,,Gotemba City,shizuoka,chubu,1,,,Published
shizuoka-city,Shizuoka City,City,,Shizuoka City,shizuoka,chubu,1,,,Published
shimada-city,Shimada City,City,,Shimada City,shizuoka,chubu,1,,,Published
shimoda-city,Shimoda City,City,,Shimoda City,shizuoka,chubu,1,,,Published
susono-city,Susono City,City,,Susono City,shizuoka,chubu,1,,,Published
nagaizumi-town,Nagaizumi Town,Town,,Nagaizumi Town,shizuoka,chubu,1,,,Published
nishiizu-town,Nishiizu Town,Town,,Nishiizu Town,shizuoka,chubu,1,,,Published
numazu-city,Numazu City,City,,Numazu City,shizuoka,chubu,1,,,Published
hamamatsu-city,Hamamatsu City,City,,Hamamatsu City,shizuoka,chubu,1,,,Published
higashiizu-town,Higashiizu Town,Town,,Higashiizu Town,shizuoka,chubu,1,,,Published
fukuroi-city,Fukuroi City,City,,Fukuroi City,shizuoka,chubu,1,,,Published
fujieda-city,Fujieda City,City,,Fujieda City,shizuoka,chubu,1,,,Published
fuji-city,Fuji City,City,,Fuji City,shizuoka,chubu,1,,,Published
fujinomiya-city,Fujinomiya City,City,,Fujinomiya City,shizuoka,chubu,1,,,Published
makinohara-city,Makinohara City,City,,Makinohara City,shizuoka,chubu,1,,,Published
matsuzaki-town,Matsuzaki Town,Town,,Matsuzaki Town,shizuoka,chubu,1,,,Published
mishima-city,Mishima City,City,,Mishima City,shizuoka,chubu,1,,,Published
minamiizu-town,Minamiizu Town,Town,,Minamiizu Town,shizuoka,chubu,1,,,Published
yaizu-city,Yaizu City,City,,Yaizu City,shizuoka,chubu,1,,,Published
yoshida-town,Yoshida Town,Town,,Yoshida Town,shizuoka,chubu,1,,,Published
aisai-city,Aisai City,City,,Aisai City,aichi,chubu,1,,,Published
agui-town,Agui Town,Town,,Agui Town,aichi,chubu,1,,,Published
ama-city,Ama City,City,,Ama City,aichi,chubu,1,,,Published
anjo-city,Anjo City,City,,Anjo City,aichi,chubu,1,,,Published
ichinomiya-city,Ichinomiya City,City,,Ichinomiya City,aichi,chubu,1,,,Published
inazawa-city,Inazawa City,City,,Inazawa City,aichi,chubu,1,,,Published
inuyama-city,Inuyama City,City,,Inuyama City,aichi,chubu,1,,,Published
iwakura-city,Iwakura City,City,,Iwakura City,aichi,chubu,1,,,Published
oguchi-town,Oguchi Town,Town,,Oguchi Town,aichi,chubu,1,,,Published
oharu-town,Oharu Town,Town,,Oharu Town,aichi,chubu,1,,,Published
obu-city,Obu City,City,,Obu City,aichi,chubu,1,,,Published
okazaki-city,Okazaki City,City,,Okazaki City,aichi,chubu,1,,,Published
owariasahi-city,Owariasahi City,City,,Owariasahi City,aichi,chubu,1,,,Published
kasugai-city,Kasugai City,City,,Kasugai City,aichi,chubu,1,,,Published
kanie-town,Kanie Town,Town,,Kanie Town,aichi,chubu,1,,,Published
gamagori-city,Gamagori City,City,,Gamagori City,aichi,chubu,1,,,Published
kariya-city,Kariya City,City,,Kariya City,aichi,chubu,1,,,Published
kitanagoya-city,Kitanagoya City,City,,Kitanagoya City,aichi,chubu,1,,,Published
kiyosu-city,Kiyosu City,City,,Kiyosu City,aichi,chubu,1,,,Published
kota-town,Kota Town,Town,,Kota Town,aichi,chubu,1,,,Published
konan-city,Konan City,City,,Konan City,aichi,chubu,1,,,Published
komaki-city,Komaki City,City,,Komaki City,aichi,chubu,1,,,Published
shitara-town,Shitara Town,Town,,Shitara Town,aichi,chubu,1,,,Published
shinshiro-city,Shinshiro City,City,,Shinshiro City,aichi,chubu,1,,,Published
seto-city,Seto City,City,,Seto City,aichi,chubu,1,,,Published
takahama-city,Takahama City,City,,Takahama City,aichi,chubu,1,,,Published
taketoyo-town,Taketoyo Town,Town,,Taketoyo Town,aichi,chubu,1,,,Published
